Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,attack_category
80,98734998.0,6.0,8.0,337.0,11595.0,319.0,0.0,56.16666667,128.7950568,5792.0,0.0,1449.375,2046.673464,120.848739,0.141793693,7594999.846,27400000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,98700000.0,14100000.0,37300000.0,98700000.0,49.0,0.0,0.0,0.0,0.0,164.0,264.0,0.060768726,0.081024967,0.0,5792.0,795.8666667,1619.710242,2623461.267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,852.7142857,56.16666667,1449.375,164.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,337.0,8.0,11595.0,0.0,235.0,3.0,20.0,11016.0,0.0,11016.0,11016.0,98700000.0,0.0,98700000.0,98700000.0,DoS
80,99518736.0,8.0,6.0,356.0,11595.0,356.0,0.0,44.5,125.8650071,4344.0,0.0,1932.5,1754.831473,120.08794,0.140677028,7655287.385,27600000.0,99400000.0,1.0,99400000.0,14200000.0,37600000.0,99400000.0,1.0,146435.0,29287.0,59373.90211,135163.0,47.0,0.0,0.0,0.0,0.0,264.0,200.0,0.080386873,0.060290155,0.0,4344.0,796.7333333,1424.516984,2029248.638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,853.6428571,44.5,1932.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,356.0,6.0,11595.0,251.0,235.0,1.0,32.0,1041.0,0.0,1041.0,1041.0,99400000.0,0.0,99400000.0,99400000.0,DoS
80,99999568.0,2.0,2.0,16.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.160000691,0.040000173,33300000.0,57700000.0,100000000.0,56.0,100000000.0,100000000.0,0.0,100000000.0,100000000.0,100000000.0,100000000.0,0.0,100000000.0,100000000.0,1.0,0.0,0.0,0.0,64.0,64.0,0.020000086,0.020000086,0.0,8.0,4.8,4.38178046,19.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,229.0,235.0,1.0,32.0,56.0,0.0,56.0,56.0,100000000.0,0.0,100000000.0,100000000.0,DoS
80,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,98618186.0,7.0,6.0,333.0,11595.0,333.0,0.0,47.57142857,125.8621695,5792.0,0.0,1932.5,2362.781391,120.9513223,0.131821528,8218182.167,28500000.0,98600000.0,2.0,98600000.0,16400000.0,40300000.0,98600000.0,2.0,8958.0,1791.6,3506.259588,8063.0,191.0,0.0,0.0,0.0,0.0,232.0,200.0,0.070980823,0.060840705,0.0,5792.0,852.0,1760.009834,3097634.615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,917.5384615,47.57142857,1932.5,232.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,333.0,6.0,11595.0,274.0,235.0,1.0,32.0,8.0,0.0,8.0,8.0,98600000.0,0.0,98600000.0,98600000.0,DoS
80,17997.0,3.0,1.0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.166694,222.2592654,5999.0,10344.70488,17944.0,1.0,17997.0,8998.5,12724.38653,17996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.0,166.6944491,55.56481636,0.0,6.0,4.8,2.683281573,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,1.0,0.0,0.0,235.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,993.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5035.246727,248.25,491.1682502,985.0,1.0,993.0,248.25,491.1682502,985.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,5035.246727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,274.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40816.32653,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,40816.32653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,274.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,98770154.0,8.0,5.0,378.0,11595.0,378.0,0.0,47.25,133.6431816,8688.0,0.0,2319.0,3774.237539,121.2208295,0.131618707,8230846.167,28500000.0,98600000.0,1.0,98600000.0,14100000.0,37300000.0,98600000.0,1.0,157064.0,39266.0,70476.55543,144650.0,195.0,0.0,0.0,0.0,0.0,264.0,168.0,0.080996128,0.05062258,0.0,8688.0,855.2142857,2382.172318,5674744.951,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,921.0,47.25,2319.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,378.0,5.0,11595.0,251.0,235.0,1.0,32.0,1830.0,0.0,1830.0,1830.0,98600000.0,0.0,98600000.0,98600000.0,DoS
80,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5238.173187,108.8909457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,101873528.0,7.0,7.0,302.0,11595.0,290.0,0.0,43.14285714,108.8905086,5792.0,0.0,1656.428571,2429.118623,116.7820555,0.137425299,7836425.231,27400000.0,98900000.0,3.0,102000000.0,17000000.0,40100000.0,98900000.0,219.0,102000000.0,17000000.0,41600000.0,102000000.0,3.0,0.0,0.0,0.0,0.0,224.0,232.0,0.068712649,0.068712649,0.0,5792.0,793.5333333,1797.791775,3232055.267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850.2142857,43.14285714,1656.428571,224.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,302.0,7.0,11595.0,0.0,235.0,2.0,20.0,12980.0,0.0,12980.0,12980.0,98900000.0,0.0,98900000.0,98900000.0,DoS
80,85040002.0,5.0,6.0,354.0,11595.0,342.0,0.0,70.8,151.6350883,7240.0,0.0,1932.5,3126.682571,140.5103448,0.129350891,8504000.2,26800000.0,84900000.0,25.0,84900000.0,21200000.0,42400000.0,84900000.0,188.0,85000000.0,17000000.0,37900000.0,84900000.0,65.0,0.0,0.0,0.0,0.0,144.0,200.0,0.058795859,0.070555031,0.0,7240.0,996.25,2325.646738,5408632.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1086.818182,70.8,1932.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,354.0,6.0,11595.0,0.0,235.0,2.0,20.0,11994.0,0.0,11994.0,11994.0,84900000.0,0.0,84900000.0,84900000.0,DoS
80,119031239.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092412715,11900000.0,28000000.0,86600000.0,1.0,119000000.0,14900000.0,31000000.0,86600000.0,1.0,31400000.0,31400000.0,0.0,31400000.0,31400000.0,0.0,0.0,0.0,0.0,304.0,80.0,0.075610403,0.016802312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,251.0,28960.0,0.0,32.0,500387.0,706237.0398,999772.0,1002.0,59000000.0,39000000.0,86600000.0,31400000.0,DoS
80,872.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2293.577982,872.0,0.0,872.0,872.0,872.0,872.0,0.0,872.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,2293.577982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,274.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,85038354.0,6.0,6.0,358.0,11595.0,358.0,0.0,59.66666667,146.152888,5792.0,0.0,1932.5,2181.008184,140.5601054,0.141112797,7730759.455,25600000.0,84900000.0,3.0,84900000.0,17000000.0,38000000.0,84900000.0,3.0,149641.0,29928.2,59302.88825,135470.0,14.0,0.0,0.0,0.0,0.0,200.0,200.0,0.070556399,0.070556399,0.0,5792.0,919.4615385,1715.837046,2944096.769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,996.0833333,59.66666667,1932.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,358.0,6.0,11595.0,251.0,235.0,1.0,32.0,998.0,0.0,998.0,998.0,84900000.0,0.0,84900000.0,84900000.0,DoS
80,67608.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,10135.0,0.0,2321.4,4413.201989,172065.436,118.3291918,9658.285714,25059.89186,66487.0,14.0,848.0,424.0,311.1269837,644.0,204.0,67563.0,16890.75,33066.18946,66487.0,14.0,0.0,0.0,0.0,0.0,72.0,112.0,44.37344693,73.95574488,0.0,10135.0,1292.555556,3350.634907,11200000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666666667,2321.4,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,76953323.0,8.0,4.0,56.0,11601.0,20.0,0.0,7.0,5.656854249,8760.0,0.0,2900.25,4128.319301,151.4814377,0.155938685,6995756.636,21100000.0,70400000.0,1.0,76500000.0,10900000.0,26300000.0,70400000.0,1.0,478424.0,159474.6667,271906.849,473436.0,362.0,0.0,0.0,0.0,0.0,172.0,92.0,0.103959123,0.051979562,0.0,8760.0,897.1538462,2488.507044,6192667.308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,971.9166667,7.0,2900.25,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,4.0,11601.0,256.0,229.0,6.0,20.0,2995.0,0.0,2995.0,2995.0,38200000.0,45500000.0,70400000.0,6078984.0,DDoS
80,203101.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,1934.5,2538.919278,57276.92133,44.31292805,25387.625,71393.11463,202076.0,3.0,634.0,317.0,414.3645738,610.0,24.0,203045.0,40609.0,90263.18751,202076.0,3.0,0.0,0.0,0.0,0.0,72.0,132.0,14.77097602,29.54195203,0.0,5840.0,1163.3,2138.329153,4572451.567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1292.555556,8.666666667,1934.5,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,2739394.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8.761061753,1.460176959,913131.3333,1580957.67,2738664.0,240.0,2739394.0,913131.3333,1580957.67,2738664.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.460176959,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,1629069.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,14.73234099,2.455390165,543023.0,934499.3694,1622086.0,971.0,1629069.0,543023.0,934499.3694,1622086.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.455390165,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,73270508.0,8.0,4.0,56.0,11607.0,20.0,0.0,7.0,5.656854249,11595.0,0.0,2901.75,5795.50069,159.1772777,0.163776673,6660955.273,19000000.0,63500000.0,1.0,72300000.0,10300000.0,23700000.0,63500000.0,1.0,1002211.0,334070.3333,577994.7048,1001481.0,4.0,0.0,0.0,0.0,0.0,172.0,92.0,0.109184448,0.054592224,0.0,11595.0,897.6153846,3214.167532,10300000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,972.4166667,7.0,2901.75,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,4.0,11607.0,256.0,229.0,6.0,20.0,5.0,0.0,5.0,5.0,36100000.0,38700000.0,63500000.0,8735746.0,DDoS
80,92313423.0,8.0,5.0,56.0,11601.0,20.0,0.0,7.0,5.656854249,7300.0,0.0,2320.2,3032.755381,126.2763271,0.140824591,7692785.25,26300000.0,91300000.0,3.0,92200000.0,13200000.0,34400000.0,91300000.0,3.0,69985.0,17496.25,30686.50646,63323.0,180.0,0.0,0.0,0.0,0.0,172.0,112.0,0.086661287,0.054163304,0.0,7300.0,833.0714286,2037.940154,4153200.071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,897.1538462,7.0,2320.2,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,5.0,11601.0,256.0,229.0,6.0,20.0,967992.0,0.0,967992.0,967992.0,91300000.0,0.0,91300000.0,91300000.0,DDoS
80,4970105.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.828871825,0.804811971,1656701.667,2868808.168,4969316.0,272.0,4970105.0,1656701.667,2868808.168,4969316.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.804811971,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,90923499.0,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5.656854249,5840.0,0.0,2321.4,3173.373883,128.2726702,0.14297734,7576958.25,25900000.0,89800000.0,0.0,90900000.0,13000000.0,33900000.0,89800000.0,0.0,42607.0,10651.75,20773.15653,41808.0,6.0,0.0,0.0,0.0,0.0,172.0,112.0,0.087986055,0.054991284,0.0,5840.0,833.5,2103.115592,4423095.192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,897.6153846,7.0,2321.4,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,5.0,11607.0,256.0,229.0,6.0,20.0,1063990.0,0.0,1063990.0,1063990.0,89800000.0,0.0,89800000.0,89800000.0,DDoS
80,7526888.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.188568768,0.531428128,2508962.667,4345043.738,7526187.0,78.0,7526888.0,2508962.667,4345043.738,7526187.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.531428128,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,701.0,0.0,701.0,701.0,7526187.0,0.0,7526187.0,7526187.0,DDoS
80,819631.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,8760.0,0.0,2900.25,4128.319301,14185.65184,8.540428559,136605.1667,328486.2063,807054.0,102.0,12300.0,6150.0,8514.979859,12171.0,129.0,819524.0,273174.6667,462392.7773,807054.0,175.0,0.0,0.0,0.0,0.0,72.0,92.0,3.660183668,4.880244891,0.0,8760.0,1453.375,3113.952607,9696700.839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1661.0,8.666666667,2900.25,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,4075917.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.360306895,1.226717816,1018979.25,2037293.887,4074920.0,1.0,4075917.0,1018979.25,2037293.887,4074920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.226717816,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,1819251.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,7300.0,0.0,2321.4,3346.363967,6394.389779,4.397414101,259893.0,687125.9186,1818148.0,3.0,854.0,427.0,537.4011537,807.0,47.0,1819202.0,454800.5,908898.4082,1818148.0,3.0,0.0,0.0,0.0,0.0,72.0,112.0,1.649030288,2.748383813,0.0,7300.0,1292.555556,2662.264877,7087654.278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666666667,2321.4,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,2442193.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9.827233147,1.637872191,814064.3333,1409133.982,2441192.0,5.0,2442193.0,814064.3333,1409133.982,2441192.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.637872191,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,98074073.0,8.0,6.0,56.0,11607.0,20.0,0.0,7.0,5.656854249,5840.0,0.0,1934.5,2538.919278,118.9203185,0.142749246,7544159.462,25900000.0,93600000.0,2.0,97800000.0,14000000.0,35200000.0,93600000.0,2.0,285741.0,57148.2,127040.5473,284404.0,3.0,0.0,0.0,0.0,0.0,172.0,132.0,0.081570998,0.061178248,0.0,5840.0,777.9333333,1804.898987,3257660.352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.5,7.0,1934.5,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,6.0,11607.0,256.0,229.0,6.0,20.0,4140936.0,0.0,4140936.0,4140936.0,93600000.0,0.0,93600000.0,93600000.0,DDoS
80,89473861.0,8.0,7.0,56.0,11601.0,20.0,0.0,7.0,5.656854249,2920.0,0.0,1657.285714,1299.172136,130.2838602,0.167646728,6390990.071,22200000.0,83300000.0,43.0,89400000.0,12800000.0,31200000.0,83300000.0,249.0,127123.0,21187.16667,46221.04976,115072.0,49.0,0.0,0.0,0.0,0.0,172.0,152.0,0.089411588,0.07823514,0.0,2920.0,728.9375,1179.048061,1390154.329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,777.5333333,7.0,1657.285714,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,7.0,11601.0,256.0,229.0,6.0,20.0,1922.0,0.0,1922.0,1922.0,44700000.0,54700000.0,83300000.0,6024141.0,DDoS
80,754972.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,7300.0,0.0,1933.5,2720.783986,15400.57115,11.9209719,94371.5,259813.3156,737218.0,43.0,17122.0,8561.0,11609.27913,16770.0,352.0,754873.0,150974.6,327801.424,737218.0,193.0,0.0,0.0,0.0,0.0,72.0,132.0,3.973657301,7.947314602,0.0,7300.0,1162.7,2258.94725,5102842.678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.888889,8.666666667,1933.5,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,30519.0,3.0,5.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,8760.0,0.0,2320.2,3668.897,380975.7856,262.1317868,4359.857143,7929.077719,20274.0,1.0,10005.0,5002.5,7073.189132,10004.0,1.0,30476.0,7619.0,9668.379009,20274.0,47.0,0.0,0.0,0.0,0.0,72.0,112.0,98.29942003,163.8323667,0.0,8760.0,1291.888889,2866.607422,8217438.111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1453.375,8.666666667,2320.2,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,598136.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,1933.5,2189.772933,19438.72297,15.04674522,74767.0,208504.1983,590754.0,3.0,7026.0,3513.0,4963.889604,7023.0,3.0,598077.0,119615.4,263391.856,590754.0,15.0,0.0,0.0,0.0,0.0,72.0,132.0,5.015581741,10.03116348,0.0,5840.0,1162.7,1911.59573,3654198.233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.888889,8.666666667,1933.5,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,7049863.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.404321474,0.567386912,2349954.333,4069347.461,7048832.0,1.0,7049863.0,2349954.333,4069347.461,7048832.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.567386912,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,1031.0,0.0,1031.0,1031.0,7048832.0,0.0,7048832.0,7048832.0,DDoS
80,71245071.0,8.0,6.0,56.0,11601.0,20.0,0.0,7.0,5.656854249,4380.0,0.0,1933.5,1998.0254,163.6183365,0.196504822,5480390.077,18100000.0,65500000.0,73.0,70900000.0,10100000.0,24500000.0,65500000.0,235.0,378978.0,75795.6,165211.9359,371287.0,159.0,0.0,0.0,0.0,0.0,172.0,132.0,0.11228847,0.084216352,0.0,4380.0,777.5333333,1542.802222,2380238.695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.0714286,7.0,1933.5,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,6.0,11601.0,256.0,229.0,6.0,20.0,1069.0,0.0,1069.0,1069.0,35400000.0,42500000.0,65500000.0,5375172.0,DDoS
80,736284.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,2321.4,3173.373883,15799.60993,10.8653726,105183.4286,277705.0132,734959.0,3.0,994.0,497.0,325.2691193,727.0,267.0,736237.0,184059.25,367266.8176,734959.0,3.0,0.0,0.0,0.0,0.0,72.0,112.0,4.074514725,6.790857875,0.0,5840.0,1292.555556,2554.159212,6523729.278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666666667,2321.4,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
